timestamp,buyVolume,sellVolume,buyOrders,sellOrders,buyOutliers,sellOutliers,TotalVolume,NetVolume,VolumeRatio,BuyVolumeShare,SellVolumeShare,VolumeImbalance,OrderCountRatio,AvgBuyOrderSize,AvgSellOrderSize,OrderSizeRatio,LiquidityIndex,OrderFlowPressure,MarketDepthProxy,VolumeChange,VROC,VMomentum,VolumeVolatility,CoeffVariation
2025-11-05T13:21:21.779982+00:00,17511415688,27183363462,1511,3514,105,23,44694779150,-9671947774,0.6441960617743073,0.3918000272298023,0.6081999727701977,-0.2163999455403954,0.42999430848036424,11589289.00595632,7735732.345475242,1.498150205873538,8894483.412935324,-0.39860696517412936,8894483.412935324,,,,,
2025-11-05T13:37:49.756811+00:00,17503268876,27119105923,1503,3501,105,23,44622374799,-9615837047,0.6454220476772906,0.39225319035221434,0.6077468096477856,-0.2154936192955713,0.42930591259640105,11645554.807717897,7746102.80576978,1.5034082427932098,8917341.086930456,-0.39928057553956836,8917341.086930456,-72404351.0,-0.0016199733476029493,,,
2025-11-05T14:24:01.811543+00:00,17479049096,26930522611,1503,3506,108,23,44409571707,-9451473515,0.6490423282339324,0.393587427758167,0.606412572241833,-0.212825144483666,0.4286936679977182,11629440.516300732,7681267.145179692,1.5140002679894657,8865955.621281693,-0.39988021561189857,8865955.621281693,-212803092.0,-0.004768977289052061,,,
2025-11-05T15:24:59.912638+00:00,17597059034,26973787545,1527,3489,108,24,44570846579,-9376728511,0.6523762747312764,0.3948109669133148,0.6051890330866851,-0.21037806617337035,0.4376612209802236,11523941.73804846,7731094.165950129,1.4905964784135055,8885734.963915471,-0.3911483253588517,8885734.963915471,161274872.0,0.0036315340545060755,-123932571.0,,
2025-11-05T16:30:46.391726+00:00,17560331009,26929996384,1564,3496,109,24,44490327393,-9369665375,0.6520732776419225,0.39469997273526247,0.6053000272647375,-0.2106000545294751,0.4473684210526316,11227833.12595908,7703088.2105263155,1.4575755617878268,8792554.820750989,-0.38181818181818183,8792554.820750989,-80519186.0,-0.001806543787703988,-132047406.0,,
2025-11-05T17:23:58.606269+00:00,17545948827,26695537574,1561,3485,108,24,44241486401,-9149588747,0.6572614909275624,0.3965949215169996,0.6034050784830004,-0.2068101569660008,0.4479196556671449,11240197.839205638,7660125.559253945,1.4673646994763323,8767635.037851764,-0.3812921125644074,8767635.037851764,-248840992.0,-0.00559314814210947,-168085306.0,,
2025-11-05T18:33:09.291534+00:00,17322151162,27083151684,1588,3507,108,24,44405302846,-9761000522,0.639591409600732,0.39009194965011634,0.6099080503498836,-0.21981610069976731,0.45280866837753064,10908155.643576827,7722598.142001711,1.412498157096831,8715466.701864572,-0.37664376840039254,8715466.701864572,163816445.0,0.003702778959892659,-165543733.0,,
2025-11-05T19:20:31.664098+00:00,17406435472,27147021741,1588,3500,108,25,44553457213,-9740586269,0.6411913482837477,0.3906865271708045,0.6093134728291955,-0.218626945658391,0.45371428571428574,10961231.405541562,7756291.926,1.4132051127160685,8756575.7101022,-0.3757861635220126,8756575.7101022,148154367.0,0.0033364115883593314,63129820.0,,
2025-11-05T20:26:09.885499+00:00,17102924105,25828122057,1612,3265,110,26,42931046162,-8725197952,0.6621822549566558,0.3983812563165183,0.6016187436834818,-0.20323748736696345,0.49372128637059726,10609754.407568239,7910603.999081164,1.3412066144128296,8802757.055977035,-0.33893787164240313,8802757.055977035,-1622411051.0,-0.0364149305685442,-1310440239.0,,
2025-11-05T21:23:51.320804+00:00,17069221212,26453746584,1613,3291,116,26,43522967796,-9384525372,0.645247778336395,0.392188816075377,0.607811183924623,-0.21562236784924602,0.49012458219386207,10582282.214507129,8038209.232452142,1.3164974820242257,8874993.433115823,-0.3421696574225122,8874993.433115823,591921634.0,0.013787729089256011,-882335050.0,568312574.1885744,0.012844900995182916
2025-11-05T22:22:23.354036+00:00,17086209711,27064260400,1600,3342,123,26,44150470111,-9978050689,0.6313200308625467,0.386999496676775,0.613000503323225,-0.22600100664644993,0.47875523638539796,10678881.069375,8098222.740873728,1.3186697144641446,8933725.234925132,-0.3524888709024686,8933725.234925132,627502315.0,0.014417728081899573,-402987102.0,545992119.3375112,0.012355618342413308
2025-11-05T23:22:18.494996+00:00,17480035483,26944630514,1595,3331,121,26,44424665997,-9464595031,0.6487391049551655,0.3934759010721753,0.6065240989278248,-0.2130481978556495,0.47883518462924046,10959269.895297805,8089051.49024317,1.3548275602543298,9018405.60231425,-0.3524157531465692,9018405.60231425,274195886.0,0.006210486214770444,1493619835.0,531987140.69051,0.01204407899972118
2025-11-06T00:19:15.631877+00:00,17085636359,26855066396,1611,3347,121,26,43940702755,-9769430037,0.636216500345159,0.38883393500245805,0.6111660649975419,-0.22233212999508387,0.48132656109949207,10605609.16139044,8023623.06423663,1.3217980302018912,8862586.275716014,-0.3501411859620815,8862586.275716014,-483963242.0,-0.010894020948467729,417734959.0,529182284.3046706,0.011993308642953778
2025-11-06T00:57:11.745104+00:00,17073549486,26875944551,1611,3340,121,26,43949494037,-9802395065,0.6352725372535689,0.388481138636686,0.611518861363314,-0.22303772272662808,0.48233532934131734,10598106.446927374,8046689.985329341,1.3170765204388084,8876892.35245405,-0.34922237931730965,8876892.35245405,8791282.0,0.00020007149291665898,-200976074.0,506775547.5908865,0.011501682639671773
2025-11-06T01:29:21.696785+00:00,17039262651,26883758716,1613,3367,121,26,43923021367,-9844496065,0.6338125122681971,0.38793466662113196,0.612065333378868,-0.2241306667577361,0.47906147906147906,10563709.021078736,7984484.323136323,1.3230295900849471,8819883.808634538,-0.3522088353413655,8819883.808634538,-26472670.0,-0.0006023429980266282,-501644630.0,484643807.87103903,0.011013565316122085
2025-11-06T03:20:04.338736+00:00,16928588927,26910759424,1568,3367,121,26,43839348351,-9982170497,0.6290639613797916,0.3861505602560776,0.6138494397439225,-0.22769887948784487,0.4656964656964657,10796293.958545918,7992503.541431542,1.350802524212856,8883353.262613982,-0.3645390070921986,8883353.262613982,-83673016.0,-0.001904992265920594,-101354404.0,479428566.24293697,0.010905014249654042
